custom/distance_covered,custom/reward,custom/center_lane_deviation,custom/mean_reward,custom/total_reward,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/std,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/ent_coef
10,-10,0.7658481351040075,0.0017640653231725564,18.566787526391156,,,,,,,,8.983051796480001e-05,512,1.8093246826902032,-12.65020276606083,-0.14618481835350394,0.9563568374142051
,,,,,112,526.25,93,10525,20,198.78900115000002,0.049843914806842804,,,,,,
17,-3,0.6629659221901887,0.004170021614443089,44.573361036782174,,,,,,,,8.964959544319999e-05,704,2.717864014208317,-16.402839571237564,-0.20018546376377344,0.9394330102950335
22,-10,0.5485210577395873,0.006070795134046941,66.28701206865854,,,,,,,,8.946885632e-05,896,2.9102254025638103,-20.364942252635956,-0.2634705360978842,0.9230137355625629
4,-10,0.38176869804671926,0.0016880657695441566,18.59573251729843,,,,,,,,8.93484654592e-05,1024,3.7055504359304905,-22.30558329820633,-0.29418708151206374,0.9123426452279091
3,-10,0.6829378744878676,0.00024345539838512446,2.7101454948232053,,,,,,,,8.928830059520002e-05,1088,3.2655218709260225,-23.393686652183533,-0.3172476743347943,0.9070835588499904
,,,,,104,463.8333333333333,106,11132,24,171.16442808333332,0.04984542354941368,,,,,,
4,-10,0.38996802787219104,0.0007566560265450689,8.479087433464041,,,,,,,,8.916803199999999e-05,1216,3.5506021045148373,-25.44343674182892,-0.3555619262624532,0.8966849809512496
27,-10,0.8024276403065635,0.004531609596279668,52.009283336501746,,,,,,,,8.89277393408e-05,1472,4.493535587564111,-29.131511211395264,-0.4375330777838826,0.8761262409389019
17,-10,0.5329917573544912,0.0031697037610841825,36.92387911286964,,,,,,,,8.874773381120002e-05,1664,4.677914563566446,-31.373084604740143,-0.48956281086429954,0.8610515324398875
6,-10,0.6640475703057914,0.0011019275752409286,13.009356953294404,,,,,,,,8.86278320128e-05,1792,5.656866300851107,-32.90675589442253,-0.5375756467692554,0.8513038465753198
,,,,,97,421.64285714285717,121,11806,28,150.6559957142857,0.04985232651233673,,,,,,
8,-10,0.7027768806273131,0.003199928723138943,38.232748384064095,,,,,,,,8.85080117248e-05,1920,5.497684992849827,-33.78878563642502,-0.5596545119769871,0.8417265554890037
5,-10,0.6650247644068105,0.0017303436001759312,20.855831412920498,,,,,,,,8.83882729472e-05,2048,6.8893425129354,-35.00503695011139,-0.6077948943711817,0.8322642706334591
3,-10,0.7402257366921089,0.00029545881422356624,3.593074639772789,,,,,,,,8.826861568000001e-05,2176,6.158642195165157,-35.97820711135864,-0.6327541484497488,0.8229066012427211
2,-10,0.6420240670953248,-0.0005659047709068017,-6.934031157921041,,,,,,,,8.820881761280002e-05,2240,5.713557589799166,-36.530607640743256,-0.6636123545467854,0.8182829357683659
,,,,,92,382.90625,132,12253,32,133.56610946875,0.049853403121232986,,,,,,
15,-10,1.0488432351433568,0.0011427080262988232,14.189005562552488,,,,,,,,8.80295456768e-05,2432,6.253689121454954,-37.82099902629852,-0.7217108299955726,0.8045789729803801
7,-10,0.5462534239658199,0.0012573908048357637,15.773967646664655,,,,,,,,8.79101329408e-05,2560,5.969026401638985,-38.43033105134964,-0.7466562818735838,0.7956028059124947
2,-10,0.7528097343536161,-0.00025993511419067686,-3.2897388051972065,,,,,,,,8.785045713920001e-05,2624,7.018878221511841,-38.654086887836456,-0.7681970186531544,0.7912087272852659
4,-10,0.3065047347229431,0.001896237162312718,24.15237273637709,,,,,,,,8.773116666880002e-05,2752,6.4094493724405766,-39.410664558410645,-0.8136124331504107,0.7823617393150926
,,,,,88,353.80555555555554,144,12737,36,120.13725308333333,0.049849994480609894,,,,,,
3,-10,0.6702248378193358,1.8661925052683088e-05,0.23974975115181962,,,,,,,,8.7671552e-05,2816,6.741489842534065,-39.52293437719345,-0.8195123393088579,0.7779648005962372
3,-10,0.2557591483635673,0.0011274923832765545,14.577349023382574,,,,,,,,8.75523837952e-05,2944,6.087268851697445,-39.93648016452789,-0.851752981543541,0.7693622400984168
3,-10,0.7673589192856858,-0.0002583741887312726,-3.36816592430087,,,,,,,,8.74928302592e-05,3008,7.377808589488268,-40.20555233955383,-0.8714939747005701,0.7651216117665172
4,-10,0.30843939159241046,0.002038061068755135,26.741399283136126,,,,,,,,8.737378432e-05,3136,7.026809863746166,-40.54297995567322,-0.9265082934871316,0.7566105844452977
,,,,,85,328.025,154,13121,40,109.07828607500001,0.04985532909631729,,,,,,
2,-10,0.6440805282299944,-0.000413727291833664,-5.46740616158187,,,,,,,,8.73142919168e-05,3200,7.841635636985302,-40.75872677564621,-0.9388504307717085,0.7524005463346839
5,-10,0.46735972548136756,0.0016623856012762186,22.154612908208165,,,,,,,,8.719536824320002e-05,3328,7.576554462313652,-41.04820203781128,-0.9720797017216682,0.7440454689785838
2,-10,0.26432104304600906,0.0009305221609702301,12.507148365600862,,,,,,,,8.707652608e-05,3456,7.845865823328495,-41.253264367580414,-1.0153102781623602,0.7357992893084884
4,-10,0.7076250599350585,8.271538476190903e-05,1.1223650558343437,,,,,,,,8.69577654272e-05,3584,8.208266165107489,-41.194943964481354,-1.071204187348485,0.7276699487119913
,,,,,82,308.3863636363636,165,13569,44,99.85109461363636,0.0498536117374897,,,,,,
